Iteration Mean StdDeviation
798 6.51327 0.718715
799 6.34185 0.483329
800 6.53266 0.854261
801 6.30065 0.269621
802 6.21065 1.88486e-07
803 6.41928 0.513853
804 6.34016 0.388444
805 6.21065 1.88486e-07
806 6.21065 1.88486e-07
807 6.21065 1.88486e-07
808 6.424 0.671231
809 6.49092 0.663837
810 6.21065 1.88486e-07
811 6.21065 1.88486e-07
812 6.45762 0.711237
813 6.56721 0.831306
814 6.27972 0.190494
815 6.40291 0.549581
816 6.29917 0.289712
817 6.21065 1.88486e-07
818 6.21065 1.88486e-07
819 6.22463 0.0834559
820 6.63423 0.991325
821 6.26973 0.236063
822 6.21065 1.88486e-07
823 6.42949 0.614405
824 6.21065 1.88486e-07
825 6.21065 1.88486e-07
826 6.21103 0.00269657
827 6.23836 0.157404
828 6.21065 1.88486e-07
829 6.40059 0.482087
830 6.43444 0.538403
831 6.3806 0.472528
832 6.21065 1.88486e-07
833 6.21173 0.00555277
834 6.21065 1.88486e-07
835 6.25165 0.143488
836 6.21065 1.88486e-07
837 6.21065 1.88486e-07
838 6.21799 0.0387693
839 6.24709 0.255117
840 6.28176 0.200905
841 6.21065 1.88486e-07
842 6.21065 1.88486e-07
843 6.21065 1.88486e-07
844 6.21065 1.88486e-07
845 6.21065 1.88486e-07
846 6.23533 0.0977445
847 6.21065 1.88486e-07
848 6.48225 0.642689
849 6.21065 1.88486e-07
850 6.22059 0.0695701
851 6.51385 0.780911
852 6.48832 0.670897
853 6.37521 0.41117
854 6.35549 0.462536
855 6.41453 0.55622
856 6.21065 1.88486e-07
857 6.21065 1.88486e-07
858 6.21065 1.88486e-07
859 6.21065 1.88486e-07
860 6.34414 0.428599
861 6.22702 0.112336
862 6.21065 1.88486e-07
863 6.21065 1.88486e-07
864 6.21158 0.00654504
865 6.21065 1.88486e-07
866 6.21065 1.88486e-07
867 6.21065 1.88486e-07
868 6.21065 1.88486e-07
869 6.21065 1.88486e-07
870 6.21065 1.88486e-07
871 6.23816 0.104419
872 6.58492 0.893921
873 6.43926 0.661869
874 6.26414 0.220618
875 6.21065 1.88486e-07
876 6.22712 0.0992607
877 6.24402 0.177167
878 6.32347 0.369943
879 6.83657 1.12511
880 6.27158 0.20731
881 6.31996 0.444617
882 6.22423 0.0665339
883 6.24816 0.1399
884 6.21065 1.88486e-07
885 6.21065 1.88486e-07
886 6.21065 1.88486e-07
887 6.21065 1.88486e-07
888 6.21379 0.0120596
889 6.21065 1.88486e-07
890 6.21065 1.88486e-07
891 6.21065 1.88486e-07
892 6.21065 1.88486e-07
893 6.33931 0.414542
894 6.31355 0.312102
895 6.28236 0.23854
896 6.22013 0.0663664
897 6.26116 0.245529
898 6.38488 0.583666
899 6.22079 0.0709829
900 6.21229 0.00731296
901 6.26849 0.283457
902 6.29513 0.286301
903 6.22384 0.0618483
904 6.39707 0.574678
905 6.39444 0.630897
906 6.42874 0.598852
907 6.21065 1.88486e-07
908 6.50547 0.762479
909 6.38434 0.409319
910 6.54382 0.691991
911 6.21881 0.0571476
912 6.27884 0.261948
913 6.44894 0.589445
914 6.36447 0.457693
915 6.21557 0.0344271
916 6.66933 1.09729
917 6.23997 0.120002
918 6.28971 0.43282
919 6.21065 1.88486e-07
920 6.21065 1.88486e-07
921 6.26451 0.22683
922 6.25958 0.203786
923 6.43083 0.639198
924 6.40673 0.531502
925 6.24477 0.151712
926 6.22177 0.0585765
927 6.21065 1.88486e-07
928 6.25113 0.187653
929 6.21065 1.88486e-07
930 6.21065 1.88486e-07
931 6.21065 1.88486e-07
932 6.45364 0.658186
933 6.51478 0.811718
934 6.25845 0.17218
935 6.22542 0.103375
936 6.29058 0.248645
937 6.30767 0.283301
938 6.21065 1.88486e-07
939 6.21132 0.0047321
940 6.88823 1.27642
941 6.91007 1.38659
942 6.22872 0.112707
943 6.21065 1.88486e-07
944 6.21065 1.88486e-07
945 6.24703 0.154814
946 6.46679 0.684101
947 6.21065 1.88486e-07
948 6.21065 1.88486e-07
949 6.53174 0.721349
950 6.21065 1.88486e-07
951 6.21286 0.0130024
952 6.21065 1.88486e-07
953 6.21065 1.88486e-07
954 6.21065 1.88486e-07
955 6.2411 0.129373
956 6.21065 1.88486e-07
957 6.21065 1.88486e-07
958 6.21065 1.88486e-07
959 6.22032 0.0650006
960 6.26483 0.239928
961 6.21065 1.88486e-07
962 6.21065 1.88486e-07
963 6.21065 1.88486e-07
964 6.38755 0.552053
965 6.34783 0.363039
966 6.25401 0.154818
967 6.21065 1.88486e-07
968 6.24336 0.150749
969 6.59057 0.7819
970 6.2527 0.164468
971 6.33532 0.411103
972 6.21065 1.88486e-07
973 6.21065 1.88486e-07
974 6.21065 1.88486e-07
975 6.21065 1.88486e-07
976 6.21065 1.88486e-07
977 6.31298 0.365281
978 6.23835 0.138936
979 6.24181 0.159522
980 6.57867 0.75388
981 6.45038 0.597546
982 6.21065 1.88486e-07
983 6.31488 0.333745
