Iteration Mean StdDeviation
757 5.58873 0.300395
758 5.46472 0.0654639
759 5.45537 3.26468e-07
760 5.4681 0.0644285
761 5.45537 3.26468e-07
762 5.51228 0.180518
763 5.47132 0.07252
764 5.45783 0.0172665
765 5.45537 3.26468e-07
766 5.60429 0.299373
767 5.45537 3.26468e-07
768 5.46021 0.0338638
769 5.55759 0.230429
770 5.60487 0.307032
771 5.45537 3.26468e-07
772 5.45537 3.26468e-07
773 5.45537 3.26468e-07
774 5.45537 3.26468e-07
775 5.45537 3.26468e-07
776 5.45537 3.26468e-07
777 5.45537 3.26468e-07
778 5.45537 3.26468e-07
779 5.45537 3.26468e-07
780 5.52604 0.231053
781 5.79893 0.517616
782 5.95994 0.696079
783 5.73731 0.457767
784 5.52879 0.19108
785 5.45537 3.26468e-07
786 5.48153 0.0836071
787 5.46142 0.0308437
788 5.50318 0.148923
789 5.45537 3.26468e-07
790 5.45755 0.0153018
791 5.47326 0.0707054
792 5.45924 0.0271389
793 5.46554 0.0519748
794 5.45537 3.26468e-07
795 5.52897 0.208519
796 5.4998 0.143623
797 5.59517 0.289515
798 5.48736 0.0803673
799 5.54452 0.211171
800 5.45592 0.00388946
801 5.53545 0.204248
802 5.46995 0.0605286
803 5.51169 0.156957
804 5.66057 0.4333
805 5.45537 3.26468e-07
806 5.53299 0.236223
807 5.45853 0.0221568
808 5.45537 3.26468e-07
809 5.50786 0.157803
810 5.48583 0.108359
811 5.48328 0.114498
812 5.45912 0.0262448
813 5.47741 0.0952996
814 5.54197 0.18682
815 5.45537 3.26468e-07
816 5.60107 0.322887
817 5.45537 3.26468e-07
818 5.45537 3.26468e-07
819 5.57079 0.237449
820 5.63646 0.351262
821 5.56 0.209812
822 5.47281 0.0578774
823 5.50893 0.183495
824 5.50211 0.122744
825 5.45537 3.26468e-07
826 5.45537 3.26468e-07
827 5.50264 0.137109
828 5.46398 0.0473234
829 5.52055 0.171533
830 5.72104 0.441924
831 5.60803 0.369646
832 5.55616 0.276345
833 5.50688 0.207689
834 5.45912 0.0262448
835 5.45537 3.26468e-07
836 5.4915 0.115381
837 5.45924 0.0271389
838 5.46667 0.0464573
839 5.45985 0.0273854
840 5.46221 0.0478754
841 5.45537 3.26468e-07
842 5.46489 0.046689
843 5.45537 3.26468e-07
844 5.45912 0.0262448
845 5.48519 0.0937502
846 5.45537 3.26468e-07
847 5.49927 0.130506
848 5.45537 3.26468e-07
849 5.45537 3.26468e-07
850 5.45537 3.26468e-07
851 5.45537 3.26468e-07
852 5.45537 3.26468e-07
853 5.46707 0.0411462
854 5.46851 0.0655343
855 5.49679 0.130734
856 5.46973 0.049689
857 5.49637 0.147153
858 5.45537 3.26468e-07
859 5.45853 0.0221568
860 5.48936 0.111847
861 5.4793 0.0753589
862 5.47003 0.0717637
863 5.45537 3.26468e-07
864 5.45537 3.26468e-07
865 5.45537 3.26468e-07
866 5.45537 3.26468e-07
867 5.46021 0.0338638
868 5.45537 3.26468e-07
869 5.47188 0.0810003
870 5.47762 0.0931571
871 5.59872 0.290268
872 5.45537 3.26468e-07
873 5.46161 0.0437039
874 5.45537 3.26468e-07
875 5.45537 3.26468e-07
876 5.51593 0.187604
877 5.6836 0.457839
878 5.56461 0.293846
879 5.47307 0.0867995
880 5.76297 0.48473
881 5.46107 0.0297727
882 5.45537 3.26468e-07
883 5.45537 3.26468e-07
884 5.45537 3.26468e-07
885 5.4578 0.0170304
886 5.48334 0.109382
887 5.50386 0.155046
888 5.47744 0.087888
889 5.48917 0.137205
890 5.48826 0.126359
891 5.55445 0.241354
892 5.7131 0.476406
893 5.46255 0.0336249
894 5.45537 3.26468e-07
895 5.46926 0.0555783
896 5.46551 0.0497615
897 5.568 0.273683
898 5.45537 3.26468e-07
899 5.57849 0.290689
900 5.45537 3.26468e-07
901 5.45537 3.26468e-07
902 5.48944 0.121601
903 5.54209 0.192803
904 5.47405 0.0644237
905 5.45715 0.0124839
906 5.47853 0.0806784
907 5.4827 0.0879708
908 5.50356 0.182319
909 5.53038 0.213241
910 5.61283 0.344021
911 5.49717 0.114705
912 5.48728 0.106501
913 5.45976 0.0307364
914 5.45803 0.018616
915 5.49148 0.113452
916 5.46358 0.0343306
917 5.48659 0.101933
918 5.45907 0.0258846
919 5.45537 3.26468e-07
920 5.45537 3.26468e-07
921 5.45907 0.0258846
922 5.45537 3.26468e-07
923 5.45705 0.0117508
924 5.45537 3.26468e-07
925 5.45537 3.26468e-07
926 5.56062 0.233602
927 5.45537 3.26468e-07
928 5.56064 0.204691
929 5.51044 0.150563
930 5.46453 0.0372631
931 5.45537 3.26468e-07
932 5.45854 0.0221916
933 5.45537 3.26468e-07
934 5.47084 0.0545092
935 5.45537 3.26468e-07
936 5.45537 3.26468e-07
937 5.45537 3.26468e-07
938 5.45537 3.26468e-07
939 5.45537 3.26468e-07
940 5.45537 3.26468e-07
941 5.45537 3.26468e-07
942 5.50679 0.149636
943 5.48688 0.14325
944 5.65018 0.419011
945 5.50454 0.158061
946 5.47725 0.0699039
947 5.45537 3.26468e-07
948 5.54415 0.22642
949 5.59278 0.311767
950 5.45537 3.26468e-07
951 5.47204 0.084316
952 5.51283 0.159158
953 5.65801 0.365742
954 5.62461 0.310616
955 5.45537 3.26468e-07
956 5.47304 0.070966
957 5.61052 0.305388
958 5.4593 0.0274959
959 5.53193 0.198263
960 5.45996 0.0293006
961 5.45754 0.015221
962 5.55076 0.244735
963 5.45537 3.26468e-07
964 5.45537 3.26468e-07
965 5.45537 3.26468e-07
966 5.4582 0.0198494
967 5.45537 3.26468e-07
968 5.50286 0.155359
969 5.49801 0.125933
970 5.45537 3.26468e-07
971 5.45537 3.26468e-07
972 5.50669 0.194469
973 5.50106 0.13891
974 5.48208 0.0975716
975 5.54441 0.200885
976 5.46628 0.060313
977 5.4686 0.0542868
978 5.45938 0.0280787
979 5.4654 0.0567477
980 5.46326 0.0414921
981 5.47271 0.0692206
982 5.45537 3.26468e-07
983 5.48027 0.0766498
984 5.51163 0.16737
985 5.45537 3.26468e-07
986 5.45537 3.26468e-07
987 5.45537 3.26468e-07
988 5.47401 0.0913379
989 5.45537 3.26468e-07
990 5.45537 3.26468e-07
991 5.45537 3.26468e-07
992 5.50554 0.184666
993 5.66798 0.383181
994 5.59046 0.326491
995 5.5083 0.184888
996 5.50596 0.15751
997 5.52245 0.169341
998 5.67546 0.42448
999 5.58346 0.26582
1000 5.4627 0.0341734
1001 5.45537 3.26468e-07
1002 5.45537 3.26468e-07
1003 5.45803 0.018616
1004 5.45537 3.26468e-07
1005 5.45537 3.26468e-07
1006 5.5385 0.202783
1007 5.53888 0.219977
1008 5.48404 0.0886732
1009 5.51282 0.168189
1010 5.53898 0.223151
1011 5.64273 0.330406
1012 5.45537 3.26468e-07
1013 5.45537 3.26468e-07
1014 5.45537 3.26468e-07
1015 5.45537 3.26468e-07
1016 5.45537 3.26468e-07
1017 5.46909 0.0604507
1018 5.47694 0.0697509
1019 5.56515 0.241638
1020 5.45537 3.26468e-07
1021 5.46075 0.0265121
1022 5.49496 0.128402
1023 5.52907 0.175378
1024 5.55744 0.244012
1025 5.45537 3.26468e-07
1026 5.51757 0.178868
1027 5.54085 0.224932
1028 5.65204 0.347228
1029 5.85164 0.571375
1030 5.53826 0.199857
1031 5.49651 0.123425
