Iteration Mean StdDeviation
1070 15.7259 2.58856
1071 15.7548 2.11965
1072 15.7952 2.19077
1073 15.8054 2.19883
1074 15.7379 2.206
1075 15.818 2.07544
1076 15.8519 1.93388
1077 15.6648 2.17869
1078 15.5451 2.13363
1079 15.3618 2.24313
1080 15.3655 2.08058
1081 15.5643 2.20022
1082 15.8323 2.21504
1083 15.697 2.26649
1084 15.6817 2.16605
1085 15.5363 2.37204
1086 15.4833 2.30048
1087 15.4002 2.09153
1088 15.4641 2.06961
1089 15.6195 2.21904
1090 15.6782 2.28495
1091 15.6782 2.16102
1092 15.7018 2.05439
1093 15.7528 2.02745
1094 15.9324 2.01088
1095 15.7872 2.17152
1096 15.8257 2.20216
1097 15.8128 2.01525
1098 15.8461 2.12373
1099 15.9148 2.06283
1100 15.8768 2.10288
1101 15.8452 2.39701
1102 15.9517 2.26111
1103 15.9212 2.33378
1104 15.8462 2.17963
1105 15.8247 2.25169
1106 15.7202 2.30067
1107 15.5924 2.14391
1108 15.6133 2.21664
1109 15.8549 2.21456
1110 15.8888 2.03586
1111 15.9841 2.0969
1112 15.9115 2.09264
1113 15.872 2.11099
1114 15.791 2.25095
1115 15.824 2.20595
1116 15.827 2.14723
1117 15.8785 2.12959
1118 16.0413 2.12263
1119 15.9663 2.31398
1120 15.9774 2.08346
1121 15.8277 1.87275
1122 15.7909 1.94988
1123 15.8734 1.9365
1124 16.1112 2.13837
1125 15.9347 2.12297
1126 15.8553 2.24009
1127 15.9369 2.01861
1128 15.9123 2.08903
1129 15.9781 2.39646
1130 16.0143 2.34815
1131 15.8856 2.42988
1132 16.039 2.16529
1133 15.8232 2.33262
1134 15.8229 2.55276
1135 16.007 2.27401
1136 15.9799 2.2722
1137 15.9872 2.31796
1138 16.0022 2.29855
1139 15.7433 2.45821
1140 15.6003 2.40512
1141 15.6263 2.35718
1142 15.5728 2.32243
1143 15.7183 2.40272
1144 15.9207 2.26545
1145 15.8222 2.07095
1146 15.9114 2.16938
1147 15.6529 2.0269
1148 15.8723 1.98384
1149 15.8936 2.16017
1150 15.8581 2.23604
1151 15.7424 2.17585
1152 15.7281 2.2629
1153 15.6284 2.49784
1154 15.7036 2.32302
1155 15.5148 2.22082
1156 15.6874 2.15019
1157 15.7506 2.16305
1158 15.6408 2.00921
